img_id,img_name,img_ext,img_dir,img_shape,img_size,img_mean,img_std,dtype
0138f9c423ec,0138f9c423ec.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",657804,174.22085444132486,41.133068177652746,uint8
0227ee40c948,0227ee40c948.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",583836,119.7960573832194,51.56650154699923,uint8
019390572feb,019390572feb.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",670738,144.93242772420248,50.884004065000674,uint8
01a25364ce3f,01a25364ce3f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628272,136.2904396057129,53.527775044946786,uint8
025ec20b8b73,025ec20b8b73.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",714418,157.00041961669922,50.90474326812496,uint8
021bdce07d92,021bdce07d92.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",639660,163.18863169352213,43.48666030034788,uint8
02346935cc44,02346935cc44.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",584504,143.12994257609049,40.739400628605736,uint8
014b60dfe193,014b60dfe193.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",662720,142.45920944213867,52.034286462105484,uint8
01b27dca9655,01b27dca9655.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",608020,136.05963897705078,55.02879449975759,uint8
028ab327e111,028ab327e111.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",547576,165.16347630818686,40.98939324230392,uint8
0276eb166cce,0276eb166cce.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",594376,138.12790807088217,47.627508123763874,uint8
026e83a9b093,026e83a9b093.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",619796,146.9969596862793,50.98448810078877,uint8
015a5fa84797,015a5fa84797.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",611326,144.3163808186849,43.92093876523506,uint8
02583df5b7b3,02583df5b7b3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",672726,158.80758921305338,44.542154195172856,uint8
02d6f73a613e,02d6f73a613e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",692588,134.02318954467773,54.4980728332739,uint8
02ab86d50ab1,02ab86d50ab1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",669132,128.70541381835938,54.798134169988145,uint8
02a9c2f4c4d6,02a9c2f4c4d6.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",572428,159.57501347859701,36.54947341577635,uint8
02649e43a4a5,02649e43a4a5.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627170,176.00966262817383,39.51613689032125,uint8
02cea4ca6f4f,02cea4ca6f4f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",605254,140.69390106201172,54.24706364699103,uint8
024068eaf2e3,024068eaf2e3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",642082,148.16755167643228,45.433002374217935,uint8
022ce8091bd4,022ce8091bd4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",651564,157.1707280476888,40.090548214727185,uint8
02a0d7e73cae,02a0d7e73cae.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",594708,141.47500228881836,55.33831426772353,uint8
023b986830c6,023b986830c6.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",640234,136.35774103800455,52.729925237780336,uint8
01a7fca6263b,01a7fca6263b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",595834,142.19594192504883,54.191225026702725,uint8
02b59bc55bc3,02b59bc55bc3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",570572,149.80429458618164,37.47606699144059,uint8
02c191e411b4,02c191e411b4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",661516,134.4889233907064,53.059199703602935,uint8
016721a3fe23,016721a3fe23.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",674642,139.43250147501627,53.95117635279144,uint8
027978823ec0,027978823ec0.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",614092,150.61647288004556,42.963207344299406,uint8
01e8e004bcf1,01e8e004bcf1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",648302,140.1263287862142,51.75058349626162,uint8
024b1a4bf7eb,024b1a4bf7eb.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",615632,142.7409235636393,52.60399108912691,uint8
02b1d3d92438,02b1d3d92438.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",641538,138.19594701131186,50.978228837127745,uint8
02d2022943a4,02d2022943a4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",544748,142.72092056274414,60.10120358695179,uint8
02adec58195b,02adec58195b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",584048,156.33917999267578,39.71825583226447,uint8
02cf5c2db152,02cf5c2db152.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",634898,124.7728983561198,52.74859816927512,uint8
02d34a28b7f7,02d34a28b7f7.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",633728,144.81398900349936,54.94150792605904,uint8
02997e701614,02997e701614.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",655128,167.05069732666016,41.72897507989196,uint8
02a7cc7c9e86,02a7cc7c9e86.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628086,131.80450693766275,52.33208216051038,uint8
033a656390b2,033a656390b2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628002,138.84621938069662,53.414468031613204,uint8
0391468317ef,0391468317ef.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",599378,159.76226043701172,41.53482054529404,uint8
036385d10346,036385d10346.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",657962,140.7732048034668,54.616985231050414,uint8
02f563532696,02f563532696.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",664532,143.87898127237955,52.77156941207929,uint8
031c811f5c7e,031c811f5c7e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",597554,141.79016494750977,53.26350768564579,uint8
03880349ea63,03880349ea63.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",581758,153.29841486612955,42.88949980534416,uint8
03534cda0b66,03534cda0b66.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627928,131.25782267252603,55.003737373237264,uint8
0388b4273dd2,0388b4273dd2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627932,123.48847579956055,51.66666738312627,uint8
0341c56b3eba,0341c56b3eba.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",648548,164.83672714233398,42.11509327409916,uint8
040d3026be2c,040d3026be2c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",626190,135.0901985168457,52.805196689959054,uint8
037902372e06,037902372e06.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",641946,153.3814328511556,41.14299216264189,uint8
03c434c39c6f,03c434c39c6f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",603650,155.28837966918945,42.257395216918574,uint8
035f0e9f5a18,035f0e9f5a18.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",610146,144.0126584370931,42.348812642171126,uint8
03d335057db3,03d335057db3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627642,138.15008544921875,55.76701267734303,uint8
03f16b5220a6,03f16b5220a6.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",713674,140.0633773803711,56.27849370487212,uint8
039c17f8732f,039c17f8732f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",571840,167.4311752319336,39.28261231457781,uint8
037d685f6234,037d685f6234.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",557878,120.39494196573894,54.648640118312095,uint8
0369172e02d3,0369172e02d3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",610462,169.66704940795898,40.579460249857654,uint8
0478279e6e16,0478279e6e16.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",476658,175.58483378092447,47.821736269882244,uint8
03236d6723d1,03236d6723d1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628042,137.56101862589517,49.96914590499184,uint8
045436cc6fc7,045436cc6fc7.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",657204,136.16043980916342,51.04705683483495,uint8
033e91059cec,033e91059cec.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",634062,135.30300903320312,53.61719867195428,uint8
039243680d99,039243680d99.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",593212,139.49922561645508,57.08937926037748,uint8
04158719e183,04158719e183.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",718468,142.6276537577311,57.06914955563403,uint8
02eff0077316,02eff0077316.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",713072,127.59513092041016,54.915271054870125,uint8
044dc0991578,044dc0991578.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",631828,154.4148852030436,46.90962171771416,uint8
046cc3a6bbad,046cc3a6bbad.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",651410,151.13936869303384,44.13383046309746,uint8
041ad8166762,041ad8166762.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",615310,126.32614517211914,54.23942853995398,uint8
034934efd5fe,034934efd5fe.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",636206,166.80929692586264,41.509349004435165,uint8
039fc46f0371,039fc46f0371.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",611644,152.21971638997397,56.599963929369764,uint8
040588c64d59,040588c64d59.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",667214,141.165402730306,56.25866169955282,uint8
03e63191f205,03e63191f205.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",667730,141.0313809712728,57.25245635191117,uint8
04108eb15d5f,04108eb15d5f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",571860,125.26259740193684,48.930024359336464,uint8
045a5dc86678,045a5dc86678.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",619162,168.53922653198242,40.300631313580745,uint8
03fe85bfffff,03fe85bfffff.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",600234,146.44274393717447,56.00306747611525,uint8
040701c60738,040701c60738.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",548318,158.9204978942871,38.47241977304343,uint8
041588f936e1,041588f936e1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",684700,129.06069310506186,53.067817341376276,uint8
045ef4a632be,045ef4a632be.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",548174,155.12464141845703,37.88865072174253,uint8
044034d62a86,044034d62a86.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",587886,138.5369784037272,42.18047983991593,uint8
041b985201d6,041b985201d6.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",544612,134.5890032450358,46.761759677583264,uint8
0429fb238154,0429fb238154.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",607298,157.69247817993164,41.98290753178933,uint8
03bde4bdd78a,03bde4bdd78a.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",621462,137.78185272216797,53.090538846428245,uint8
039a58045e10,039a58045e10.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",602788,150.8498077392578,42.44142290640088,uint8
045174381ac5,045174381ac5.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",583630,123.64290364583333,51.26721795273064,uint8
044dc83439c2,044dc83439c2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",641850,164.9574178059896,41.40722305029715,uint8
044b7399c05c,044b7399c05c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",635076,146.89782333374023,51.40081376934406,uint8
041cbf3441a0,041cbf3441a0.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",695196,139.53831354777017,55.82402686269546,uint8
0426c735e005,0426c735e005.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",596858,163.9556401570638,38.01671514572158,uint8
0505b6031b04,0505b6031b04.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",591954,158.36078898111978,36.60807253188262,uint8
0520306895ca,0520306895ca.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",567234,155.2724355061849,37.22349226699746,uint8
04c08080b2ae,04c08080b2ae.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",255674,203.80925496419272,33.70762612886138,uint8
054fdd07d2c9,054fdd07d2c9.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",578802,176.72716649373373,37.75807249276836,uint8
049c8b2033cb,049c8b2033cb.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",582654,142.33147048950195,43.39932541570923,uint8
052f1fdabeee,052f1fdabeee.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",573530,137.88735071818033,42.51713568543224,uint8
055348e2fece,055348e2fece.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",396850,180.3217315673828,52.653810897512166,uint8
04c58f23da44,04c58f23da44.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",642976,141.09578577677408,55.38118128498847,uint8
05de83bd5237,05de83bd5237.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",629406,149.21581395467123,55.701636400368415,uint8
04d7da87eabb,04d7da87eabb.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",640012,166.32265853881836,39.4426269216371,uint8
05d28e4c6467,05d28e4c6467.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",564930,144.2600860595703,40.17948337642082,uint8
04a594cb9b06,04a594cb9b06.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",699488,137.5923589070638,55.244882264351965,uint8
0493d97e9c3f,0493d97e9c3f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",574924,141.36430486043295,41.315482078311476,uint8
05362195fd5b,05362195fd5b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",583704,140.54908879597983,43.255593247664805,uint8
0576d7505d11,0576d7505d11.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",557240,147.82501347859701,39.50651390720755,uint8
063e7bc221a8,063e7bc221a8.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",639760,169.80497360229492,37.979573579360185,uint8
05a249bdaf03,05a249bdaf03.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",629982,130.19390996297201,53.21080100561281,uint8
05734cf7bfbc,05734cf7bfbc.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",607918,171.5412228902181,37.053385695695596,uint8
